Area,ImageCount,InFront,Location.__lat__,Location.__lon__,ArchStyle,Address,Popup,Name,ShortName,EstimatedValue,YearBuilt,SquareFeet,LotSize,Notes,Website
Cohasset,1,,42.24034,-70.80141,,50 S Main St,,The Barrel - Cohasset,General Store,,,,,"<strong>ABOUT US</strong><br/><br/>At The Barrel, our mission is clear: to provide a clean, inviting, and enjoyable atmosphere that will enhance customers’ experience. Our goal is to continue with tradition and to provide the local community with a welcoming gathering space.<br/><br/><strong>Since 1850</strong> and for more than 165 years of continuous service, The Barrel has provided local South Shore residents and travelers with daily necessities, fresh foods, beverages, treats, and a warm welcoming atmosphere.<br/><br/><strong>In 2016</strong> the Barrel was under new ownership who kept the character and charm of the local country market and added a full deli and catering service as well as an upscale selection of specialty foods, wines, craft beer, and ice creams.
",https://www.thebarrelhingham.com/locations
Scituate,1,,42.194038085131346,-70.7268378324267,,71 Front St,,Village Market,Groceries,,,,,Hours: 7AM-9PM<br/><br/>(781) 545-4896,
Hingham Shipyard,1,,42.249703499999995,-70.9172079,,170C Shipyard Dr,,Dependable Cleaners - Shipyard,Cleaners,,,,,"<strong>Dependable Cleaners</strong> is a full-service dry cleaning and laundry business located at 170C Shipyard Drive in the Hingham Shipyard, Massachusetts. We offer a wide range of services, including:<br/><br/>
<ul><li>Shirt laundry</li>
<li>Wash dry and fold</li>
<li>Tailoring</li>
<li>Style by Dependable - Luxury Garment Care</li>
<li>Linens & bed cleaning</li>
<li>Dry cleaning for all types of garments, including suits, dresses, sweaters, and more</li>
</ul>
We use the latest technology and equipment to ensure that your clothes are cleaned and cared for to the highest standards. Our team of experienced professionals is also here to answer any questions you may have and help you choose the best services for your needs.",http://www.dependablecleaners.com/
Cohasset,1,,42.24009,-70.801196,,64 S Main St,,Darilynn's,Boutique,,,,,"Since 2004, Darilynn's has offered an array of products from some of the finest companies across the country and the world.  Sunlight sparkles across vignettes of gifts from such renowned vendors as Simon Pearce, Beatriz Ball, Reed and Barton, Vietri, Angel Dear, Jellycat, Nest and Lola Jewelry in addition to a myriad of other wonderful gift and home accessory companies. Whether you need a hostess, baby, anniversary, or wedding present, a treat for yourself or for your home, you can be sure to find just the perfect selection.",http://www.darilynns.com/
North Scituate,1,,42.21895,-70.78534,,371 Gannett Rd,,The Makery,Learning,,,,,"<div style=""text-align:left;""><strong>About Us</strong><br/><br/>The Makery Sewing Studio is a place to create. We teach classes for both children (ages 7 and up) and adults. Sewing, Parent & Me sewing , Project Workshops, Ladies Nights, Private Events, Birthday Parties, One on One’s and more.<br/><br/>Beginner classes typically run for 6 week sessions. Enrolled children can be dropped off for this class. Please make sure you read your class description and policies when enrolling for a class. After the initial Learn to Sew class, students move into “Kids Sewing Studio”. These classes are broken down in 12-15 week chunks around the public school schedule (Fall, Winter, Spring). Please be aware, we do use sewing machines, pins, sharp scissors and hot irons. We teach safety first, but accidents do happen. By registering for class, you are giving permission for The Makery’s instructors to perform basic First Aid if necessary and agreeing not to hold The Makery Sewing Studio or it’s employees liable for any accidents. Please understand that your child must be capable of listening to instructions and using materials in a safe way to be allowed to take classes. If Scituate Public Schools are cancelled or on Holiday, we are CLOSED too. Let’s Make Stuff!",https://themakerysewing.com/
North End,1,,42.36382,-71.05468,,270 Hanover St,,The Connah Store,,,,,,"<div style=""text-align:left;"">After you Pahk the Cah, go to the Connah store!</div>",
Downtown Boston,1,,42.3613,-71.0568,,41 Union St,,Union Oyster House,Restaurant,,,,,"<div style=""text-align:left;"">Union Street was laid out in 1636, two years after the Boston Common was established, but there are no municipal records documenting the Oyster House's date of construction. All that is known is that the building has stood on Union Street as a major local landmark for more than 250 years.<br/><br/>In 1742—before it became a seafood house, the building housed importer Hopestill Capen's fancy dress goods business, known colorfully as ""At the Sign of the Cornfields."" At this time, the Boston waterfront came up to the back door of the dry goods establishment, making it convenient for ships to deliver their cloth and goods from Europe.<br/><br/>It became a restaurant in 1826 and since then, the Union Oyster House has known only three owners. Carrying on proud traditions in dining and service since 1970 have been Mr. Joseph A. Milano, Jr., and Ms. Mary Ann Milano Picardi.</div>",http://unionoysterhouse.com/
Hingham Harbor,1,,42.2440012,-70.88349149999999,,55 Water St,,Coffee Corner,Coffee,,,,,"<div><strong>Hours</strong></div><br/>
<div style=""white-space:pre"">
Sunday&#9;7 AM–12 PM
Monday&#9;5 AM–1 PM
Tuesday&#9;5 AM–1 PM
Wednesday&#9;5 AM–1 PM
Thursday&#9;5 AM–1 PM
Friday&#9;&#9;5 AM–1 PM
Saturday&#9;6 AM–12 PM
</div>
",
Crow Point,1,,42.2499963,-70.90638229999999,,211 Lincoln St,,Planet Fitness,,,,,,"<strong>Founded in 1992, in Dover, New Hampshire</strong><br/><br/>
Planet Fitness was founded in 1992, in Dover, NH. In the beginning, it operated much like every other gym in its small hometown and catered to the same small percentage of the population in the U.S. who worked out and belonged to a health club.<br/><br/>
PF’s owners quickly recognized that there was a greater opportunity to serve a much larger segment of the population. They asked themselves, “Why does 80-85% of the population not belong to a gym?” The answer? First-time and casual gym users didn’t like the “look at me” attitudes and behaviors found in typical gyms, and they didn’t want to have to pay a lot of money to give fitness a try.",https://www.planetfitness.com/gyms/hingham-ma?utm_medium=organic
Hingham Square HM,1,,42.24381,-70.88638,Colonial,51 North St,,Samuel Lowe,Lowe,"992,955",1740,3126,0.22,"Born in Hingham, Massachusetts, USA on 15 Mar 1713 to Samuel Lowe and Elizabeth Lane. Samuel married Tabitha and had a child. Samuel married Hannah Bates and had 2 children. He passed away on 29 Jan 1801 in Hingham, Massachusetts, USA.",https://www.realtor.com/realestateandhomes-detail/51-North-St_Hingham_MA_02043_M37154-98855
Crow Point,1,,42.2493864,-70.90604499999999,,211 Lincoln St,,Comella's,,,,,,"<strong>OUR HISTORY</strong><br/><br/>
In 1988 I had an idea that Boston and the suburbs needed a family-oriented food retailer. A place where the young and old, families, professionals, laborers, students and most anyone, could buy homemade Italian foods at very affordable prices.
The idea was put to work when the first Comella's opened in Wellesley, MA. The concept was to make fresh pastas, sauces and dinners to be served at your home or at Comella's.<br/><br/>
That hasn't changed and years later we still make all our products at each site by hand, using only the highest quality ingredients. Two of my sons, Matt and JP, joined the company upon graduation from college. They continue to look at expanding the company and opening more stores in the near future. The future's still bright as our products and pricing fit the economic conditions of the times more so today than ever before…<br/><br/>

The Best for America's Best Customers!<br/>
Gene Comella",https://www.comellasrestaurants.com/
Beacon Hill,1,,42.35763,-71.07045,,62 Charles St,,Persona,,,,,,"<div style=""text-align:left;""><strong>ABOUT OUR BRAND</strong><br/><br/>Here at Persona Jewelry we consider ourselves the premier custom designed jewelry shop in Boston. We offer full custom design and help our clients to create their version from their head to paper, and from paper to product. This allows us to develop close relationships with our clients, really our friends. We also sell our own line of fine jewelry and several lines from local Boston designers.<br/><br/>We specialize in engagement ring  custom design, cleaning out jewelry boxes to create one-of-a-kind items as well as selling form our cases.</div>",http://www.personafinejewelry.com/
Hingham Square,1,,42.24335,-70.88626,,6 Station Street,,kloTH,Clothing,,,,,"kloTH is a specialty storehouse offering fashionable women’s and men’s clothing, accessories, jewelry and shoes. kloTH combines the leading brands in modern style with personalized service, attention, honesty and fun.<br/><br/>kloTH is owned and operated by Katia Orth. Katia moved to Hingham in 2005 after more than a decade living, dining and shopping in New York and Los Angeles. She lives in Hingham with her three daughters, husband and golden retriever.<br/><br/>kloTH Hingham is a product of Katia's retail background as a buyer at Prada and Bergdorf Goodman, her love of international style and design and a desire to have a positive impact on Hingham and Boston's South Shore. Katia received her undergraduate degree from Lafayette College and her MBA from Columbia Business School.<br/><br/><strong><a href=""https://www.solemv.com"" target=""_blank"">sole</a></strong><br/><br/>Women's clothing and accesories.",https://www.klothhingham.com/
Scituate,1,,42.1972,-70.7258,,7 Beaver Dam Rd,,The Inn at Scituate Harbor,Hotel,,,,,"Nestled into the heart of Scituate Harbor, just 25 miles to Boston and halfway to Cape Cod, The Inn at Scituate Harbor delivers updated seaside charm and traditional New England hospitality, paired with the best views in Scituate.<br/><br/>Our 29-room waterfront inn offers a seaside respite: Imagine waking up to fresh sea air, a magnificent sunrise, and an amazing view over our ocean harbor and its famous lighthouse, visible at a glance from your window. Amenities include WiFi, daily continental breakfast, 50” flat-screen smart TVs, an indoor heated pool, outdoor lobby deck overlooking the harbor, and access to local beaches.<br/><br/>Whyever you’re here and however long you stay, The Inn at Scituate Harbor offers a welcoming and ideal destination for your special occasion, family vacation, or romantic getaway, any season of the year. Enjoy every moment!",http://www.innatscituate.com/
Hingham Square,1,,42.2422415,-70.8884898,,28 South St,,Trellis Home,Boutique,,,,,"<strong><a href=""https://www.solemv.com/"" target=""_blank"">Sole</a></strong><br/><br/>Since being founded in 2011 in Edgartown, MA, Sole has strived to curate a unique collection that reflects the spontaneity and boldness that is the modern woman. Our fashion philosophy is classic with flair. We offer the latest in footwear and accessories. We thoughtfully choose our pieces with the mission to make every single customer feel beautiful inside and out. Our hope is to build long lasting relationships with our clientele and continue together on the ever-changing journey of fashion.<br/><br/><strong><a href=""https://www.trellishomedesign.com/"" target=""_blank"">Trellis Home Design</a></strong><br/><br/>Born from a love of a beautiful, colorful and happy home, Trellis Home’s mission is to bring classic decor with a colorful flair into their homes of their clients, creating vibrant and livable spaces that will stand the test of time.<br/><br/>Allison Mattison runs Trellis Home Design out of the Hingham, MA Studio/Showroom, which offers Design Services by appointment as well as a curated retail “Design Shop” in historic Hingham Square, open Tuesday-Friday 10-5 and Saturday 10-4.<br/><br/><strong><a href=""https://www.jennweldonpilates.com/"" target=""_blank"">Jenn Weldon Pilates & Fitness</a></strong><br/><br/><strong>Hello there!</strong><br/><br/>Thank you for taking the time to read my bio. I am a graduate of the Advanced Teacher Training Program  (950+ hours) from The Pilates Center of Boulder, Colorado (known as the “Harvard” of Pilates teacher training programs) and have a B.S. in Art with an emphasis in Painting from Elon University, NC. My students have been known to enjoy their homework illustrated with stick figures!<br/><br/>I’ve been practicing Pilates since 2003 and have taught Pilates since 2010. I opened my first studio location in Minneapolis, MN in 2014.<br/><br/>My students say I’m encouraging, relatable, goal oriented, committed, detailed, and celebrate their accomplishments. My goal as a Pilates instructor is to increase my student’s strength, stability, flexibility, and mobility all while having a good time! Pilates is for all ages and I encourage my students to embrace it as a practice.",https://www.solemv.com/
Cohasset,1,,42.2399097,-70.7916528,,44 Border St,,Olde Salt House,Seafood,,,,,"<strong>Atlantica</strong> and our location on Border Street are the benefactors of the legacy of one of the South Shore’s most storied restaurants, Hugo’s Lighthouse. Opening in 1940, it became a restaurant recognized locally, nationally, and internationally for its great food, service, and management. It is a tradition we here at Atlantica strive to emulate daily.<br/><br/>Hugo Ormo, its founder, was a Hungarian immigrant arriving at Ellis Island in 1912. Seven years later he met and married Edith Kimball, a member of the Cohasset family that had owned the popular lodging resorts, the Pleasant Beach House and the Kimball’s Hotel. It led to his involvement with Kimball’s Lobster Shop on Elm Street located at the cove on Cohasset Harbor, eventually becoming Hugo’s-Kimball’s.",https://oldesalthousecohasset.com/
Fearing Farm HM,1,,42.24411,-70.89208,Italianate,25 Lincoln St,,Henry Miles,Miles,"2,222,000",1880,3484,0.46,,https://www.zillow.com/homedetails/25-Lincoln-St-Hingham-MA-02043/56639200_zpid/
South Hingham HM,1,,42.20465,-70.8677,Colonial,192 S Pleasant St,,Ebenezer Cushing,Cushing,"1,738,000",1746,3406,17.4,"Home is a 1745 ""salt box"" style structure common at the time. Sometimes referenced as ""Farms End."", it was built by Ebenezer Cushing and passed down through generations of Cushing's until 1937 when it was sold. New owners restored the home. About Ebenezer Cushing: Born on 15 Apr 1724 in Hingham, MA. Ebenezer died in Hingham, MA, on 30 Dec 1803; he was 79. Occupation: Farmer.<br/><br/>Ebenezer was a farmer and resided on South Pleasant Street, near ""Prospect Hill"" in Hingham, Massachusetts. He served in the War of the Revolution in Captain Peter Cushing's company.<br/><br/>On 4 Oct 1744 when Ebenezer was 20, he married Sarah Lincoln, daughter of Col. Benjamin Lincoln (17 Aug 1699-1 Mar 1771) & Elizabeth Thaxter (18 Sep 1693-11 Jan 1762), in Hingham, MA. Born on 1 Jan 1727/8 in Hingham, MA. Sarah died in Hingham, MA, on 7 Nov 1815; she was 87. Ebenezer and Sarah were second cousins in two ways—his paternal grandmother and her maternal grandfather were siblings, also his maternal grandmother and her paternal grandmother were sisters. They had 2 children together.",https://www.zillow.com/homedetails/192-S-Pleasant-St-Hingham-MA-02043/56642018_zpid/
Hingham High St HM,1,,42.22096,-70.88536,Greek Revival,532 Main St,,Washington Fearing,Fearing,"1,435,000",1820,3272,0.52,,https://www.zillow.com/homedetails/532-Main-St-Hingham-MA-02043/56641028_zpid/
Hingham Square,1,,42.24151,-70.88866,,39 Main St,,Whitney Gordon's Jewelers,Jeweler,,,,,"The Whitney Gordon’s Jewelers is a family run business in downtown Hingham since 1950 where Michael and Lorraine Campbell have owned it for the past 36 years. Whether celebrating a special occasion, adding to your existing collection Michael & Lorraine Campbellor taking the opportunity to say “I’m thinking of you”, The Whitney Gordon’s Jewelers takes a personal interest in all our customer’s needs. We offer a friendly atmosphere and that personal service which we believe only a local jeweler can offer. A fine selection of diamond and precious stone jewelry, as well as sterling, gold, and watches can be found. We also offer repair and engraving services.",https://whitneygordons.com/
Hingham Center HM,1,,42.23112,-70.87957,Cape Cod,338 Main St,,Elijah Leavitt,Leavitt,"1,846,600",1775,3009,0.5,,https://www.zillow.com/homedetails/338-Main-St-Hingham-MA-02043/56640483_zpid/
Hingham Center HM,1,,42.23074,-70.88031,Colonial,347 Main St,,Ripley,Ripley,"1,495,400",1692,3750,0.61,"The Ripley homestead was originally much smaller, the home was built over time in three sections as the Ripley family expanded. John, born 2 March 1657; also was father to Joshua, Jeremiah, Josiah, Peter, and Hezekiah. Many of the Ripleys lived in Hingham, almost all of them on Main St. Hard to find which one currently lived in this house (it was the familial house passed from generation to generation) Most likely the property of a John Ripley.",https://www.realtor.com/realestateandhomes-detail/347-Main-St_Hingham_MA_02043_M35028-03902
Hingham Square HM,1,,42.24095,-70.89275,Gambrel Cottage,126 South St,,Samuel Lincoln Jr.,Lincoln,"1,375,000",1752,2333,0.22,"The 1752 Samuel Lincoln House is also sometimes called the Jonathan Hersey House and ""The Old Red House.""<br/><br/>Born on 14 Feb 1714/5 in Hingham, Samuel Lincoln died in Hingham, on 10 Dec 1785; at age 71. Around 1742 Samuel first married Mary Bates. Born c. 1723, Mary died on 3 Jul 1763 in Hingham, at age 40. They had 2 children together. On 16 Oct 1763 when Samuel was 49, he second married Frances Jones. Born c. 1723, Frances died on 21 Jul 1781 in Hingham, MA.<br/><br/>126 South Street was purchased by Samuel Lincoln. Jr. (1690/91-1758) around 1752. Samuel, a carpenter and sheriff, had previously built 170 North Street in 1721. Upon Samuel's death in 1758, his son, John Lincoln (1735-1811), a Revolutionary War captain, briefly held the property until 1761. Both Samuel and John Lincoln were descended from the first Samuel Lincoln (1622-1690) who came to Hingham in 1637.<br/><br/>Jedediah Beal (1688-1766) acquired 126 South Street in 1761 but died in 1766. His son, Jedediah (1717-1805), who fought in the Revolutionary War, only kept the property until 1768, when it appears he may have moved to Abington.<br/><br/>In 1768, 126 South Street was purchased by Ebed Hersey (1738/39-1836) and is one of the oldest Hingham houses associated with the Hersey family. Ebed is also associated with 120 and 122-24 South Street and there are other Hersey homes in the nearby area at 132, 139-41, 158-60 South Street and 2 South Lane. When known as the Jonathan Hersey House, the house references Ebed's son. Jonathan (b. 1764), a mariner who was lost at sea. All the Ebed Hersey family, which retained the property until the late 1860s, were descended from William Hersey (d. 1657-58), the original founder of the Hersey family in America. who emigrated from Berkshire, England, to Hingham in 1635.<br/><br/>Hingham homeopathic physician Henry Edwin Spalding (1843-1912). who fought in the Battle of Fredericksburg in 1862, owned 126 South Street from 1880 to 1897. The next owner was William Allen Vining (1839-1921), a foreman at the nearby Cushing House stables, and the property stayed in the family until 1929.<br/><br/>This early ridge and gambreled roof cottage has an interesting architectural history which has yet to be definitive. The Julian C. Loring records indicate that the cottage was built in the mid-eighteenth century, while visual evidence of the exterior and the interior, suggests that a late seventeenth century building date could be possible. The obvious exterior clue to an earlier date is the placement of the nine-over-nine sash windows, tightly under the eaves, and over the narrow cornice boards. This indicates the existence of very low rooms, typical of the late seventeenth century. The interior woodwork was examined by the late John Richardson who also concurred that this could be an earlier house. Originally, the house was a one-story residence with a ridge roof which became a gambreled roof when the loft above was extended to create two rooms above. Later, the top slope of the gambrel was elongated to the present roof configuration. The placement of the chimney, in the center of the slope of the top gambrel is another evidence.of the numerous alterations and enlargements undergone by the Samuel Lincoln House. One of the later additions is the fine enclosed pedimented entrance portico with sidelights framing the door. The Samuel Lincoln Jr. House is a fine reminder of South Street's early history.<br/><br/>Much of the above text is courtesy of Fannin/Lehner for the Hingham Historical Commission",https://www.zillow.com/homedetails/126-South-St-Hingham-MA-02043/56639280_zpid/?
North End,1,,42.3652,-71.0557,,80 Prince St,,Parziale's,,,,,,"<div style=""text-align:left;""><strong>Parziale's Bakery</strong> got its start when grandpa Joe and grandma Anna arrived in Boston from Napoli in 1907.<br/><br/>They opened the family's first bread and pizza bakery in Boston's North End. They were the first to introduce pizza to the New England Area.<br/><br/>Joe and Anna's son Angelo carried on the family business. A. Parziale and Sons is now in the able hands of Augie Parziale. Augustine proudly serves as mentor to his own sons and nephews guaranteeing the tradition will live on.<br/><br/>Parziale's Bakery is a jewel that continues to shine in the midst of the hustle and bustle of Boston's busiest neighborhood.</div>",http://www.parzialebakery.com/
Hingham Shipyard,1,,42.2502423,-70.9226357,,5 Shipyard Dr,,Old Navy,Clothing,,,,,"<strong><a href=""https://en.wikipedia.org/wiki/Old_Navy"" target=""_blank"">History</a></strong><br/><br/>
In the early 1990s, Dayton-Hudson Corporation (then the parent company of Target, Mervyn's, Dayton's, Hudson's, and Marshall Field's) looked to establish a new division branded as a less expensive version of Gap called Everyday Hero; Gap's then-CEO Millard Drexler responded by opening Gap Warehouse in existing Gap outlet locations in 1993.<br/><br/>
On March 11, 1994, Gap Warehouse was renamed Old Navy Clothing Co. to establish a separate image from its parent company Gap Inc. The name was conceived after the other original proposed names, Monorail and Forklift, were disliked by Drexler, and decided upon the new name after seeing a building with the two words on it during a visit to Paris. The new stores were about 15,000 square feet (1,400 m2), compared to less than 10,000 square feet (900 m2) for Gap Warehouse stores. On March 11, 1994, the first Old Navy locations opened in the northern California towns of Colma, San Leandro and Pittsburg. According to Kevin Lonergan, Gap's director of stores, Old Navy stores were intentionally designed like grocery stores, with flowing aisles, shopping carts, and small impulse items near the checkout counters.[1] The cement floor, metal shelving, and checkout counters built from polished pressed board and galvanized metal gave the stores an industrial warehouse feel, while the colorful arrangements and large number of employees working set it apart from other discount clothing stores. Later that year, 42 other Old Navy stores opened, and most of the 45 Gap Warehouse stores were renamed Old Navy.",https://oldnavy.gap.com/stores/ma/hingham/oldnavy-5427.html
Fearing Farm HM,1,,42.24566,-70.89471,Colonial Revival,63 Lincoln St,,Arthur Wise,Wise,"3,929,700",1909,5900,0.6,,https://www.zillow.com/homedetails/63-Lincoln-St-Hingham-MA-02043/56638307_zpid/
North End,1,,42.36481,-71.05316,,363 Hanover St,,Hanover Wine & Spirits,,,,,,"<div style=""text-align:left;"">This unassuming liquor store boasts a selection of cigars & frequent wine tastings.</div>",http://www.hanoverwineandspirits.com/
Hingham Square,1,,42.242898499999995,-70.8909187,,1 Lincoln St,,New North Church,Church,,,,,"<div style='Georgia,Times,serif'><strong>History of New North Church</strong></div><br/><br/>In 1805, there was only one meeting house in North Hingham, called First Parish in Hingham , now known as Old Ship Church or the Old Ship Meetinghouse. Following the resignation of the incumbent minister, a schism developed over the choice of a successor. Four deacons and a number of members of the church, followed by a substantial minority of the residents of the North Parish, withdrew from the old meeting house.<br/><br/>The dissident group held its worship services in the old Derby Academy building on Main Street while work began on a “new North meeting house” at the foot of Lincoln Street. The frame of the new structure was completed on October 25, 1806 and the finished sanctuary was dedicated on June 17, 1807. The building design has long been credited to Charles Bulfinch, architect of the State House in Boston and other memorable buildings of the era. Whether or not Bulfinch actually drew up the plans, the building’s classic style clearly shows his influence. Click here to read the Act which incorporated the Third Congregational Society in Hingham, 13 February 1807’.",https://newnorthchurch-hingham.org/
North End,1,,42.3657,-71.05275,,417 Hanover St,,Nico,,,,,,"<div style=""text-align:left;""><strong>One of Zagat's Best Italian Restaurants in Boston</strong><br/><br/>Deep within the aromatic enclave of Boston’s “Italian Restaurant Row”, our famed chef is prepping for tonight’s performance. Spices are smashed together. Wine-fueled flames are teased up to the heavens. And locally-sourced produce is ushered in through the rear entrance – in a manner not unlike many of their nightly boldfaced guests.<br/><br/>“Nico is the North End”. In fact, that is exactly what many their obsessive followers declare when asked about their experience within the walls of the legendary haunt. “Things just happen at Nico”, says one patron. “Your table becomes a canvas of flavor”, professes another.<br/><br/>Nico is an Italian Ristorante, Wine Bar and Lounge offering a standout menu of artfully sophisticated, yet approachable, surprises.</div>",https://nicoboston.com/
Hingham Shipyard,1,,42.2500455,-70.9168838,,168 Shipyard Dr,,Bright Horizons,Day Care,,,,,"<strong>Our Early Education Programs Offer More Than Daycare</strong><br/><br/>
<ul><li>Infants - An exceptional place for your baby to thrive and grow</li>
<li>Toddler/Twos - An engaging world where toddlers learn and explore</li>
<li>Preschool - Where curious children become inspired and ready for school</li>
<li>Kindergarten Prep - Preparing children for success in kindergarten and beyond</li>
<li>Summer Program - A welcoming place for age-appropriate fun, friendships, and exploration</li>
</ul>",https://child-care-preschool.brighthorizons.com/ma/hingham/hingham?utm_source=google
North Scituate,1,,42.21864,-70.78572,,772 Country Way,,Seasoned Firewood Company,Firewood,,,,,"<div style=""Chalkduster,Helvetica,sans-serif""><strong>ABOUT US</strong><br/><br/>Hardwood Firewood is a small-acreage farm located in Scituate. We started with little more than a saw, dump truck and log-splitter, harvesting dead oak trees from the greenbush railbed. From these simple beginnings, we have been encouraged by our community to become a favorite local supplier.<br/><br/><strong>Our Farm</strong><br/>We are a family business that has truly established itself, developing real roots in our community.<br/><br/><strong>Our Market</strong><br/>Thanks to overwhelming support from the community, Hardwood Firewood joined with local tree harvesters, vendors, business people and residents, to continue processing firewood local folks can rely on to heat their homes. We strive to provide the driest, locally-harvested firewood available in the area.<br/><br/>Today, we have grown to become one of the most trusted firewood providers in the locality.</div>",http://www.southshorefirewood.com/
Hingham Harbor,1,,42.244606999999995,-70.8840139,,62 Water St,,Flo Charging Station,Charging,,,,,"<div style=""font-size:large;font-weight:800;"">EV Charging Done Right</strong></div><br/>
<strong>Complete solutions everywhere you need</strong><br/>
With a comprehensive portfolio and a coast-to-coast network, we make EV charging convenient and easy.<br/><br/>
<strong>Great experiences, every time</strong><br/>
With over 98% network uptime and a user-friendly mobile app, we’ll make every charge delightful.<br/><br/>
<strong>Always Dependable EV charging</strong><br/>
Built for optimal EV charging even in the harshest environments paying dividends for years to come.<br/><br/>
<strong>Service and support you can trust</strong><br/>
From planning and design to installation, support, and beyond, we’ve got your back.",https://flo.ca/
Fearing Farm HM,1,,42.24385,-70.89197,First Period,21 Lincoln St,,Old Ordinary,Ordinary,,,,,"<div style='font-family:Baskerville,Georgia,Times,serif'><strong>Old Ordinary Campus:<br/>
1686 House, Annex, Old Fort & Olmsted Garden</strong></div><br/>
The Old Ordinary is a remarkable example of early American architectural and cultural history, built on the main road from Boston for stagecoach travelers to stop “for an ordinary meal” and a drink in the taproom. A home and family business, the Ordinary served local travelers for over 150 years as a meeting place to exchange news, celebrate events, see friends and sample the latest batch of cider. In addition to the 1686 House Museum, the property includes the Olmsted Garden, the Old Fort and the Arts and Crafts Annex. Open for tours and special events year-round. Please check the calendar for monthly tours times.
",http://hinghamhistorical.org/
Hingham Harbor,1,,42.24408,-70.88486,,94 Station St,,FedEx Drop Box,FedEx,,,,,,https://local.fedex.com/en/drop-box-self-service
Hingham Square HM,1,,42.24031,-70.88605,Colonial,121 Main St,,Benjamin Thaxter,Thaxter,"2,480,700",1786,4459,0.56,,https://www.zillow.com/homedetails/121-Main-St-Scituate-MA-02043/56639676_zpid/
North End,1,,42.36415,-71.05375,,6 Prince St,,Artu,,,,,,"<div style=""text-align:left;""><strong>Our History</strong><br/><br/>Artu was founded on the most basic Italian technique, great ingredients, simply prepared, that is what Artu is all about.<br/><br/>In February of 1992 Artu opened its doors to the world, starting with outstanding sandwiches and mouth watering roasted meats, we continued to evolve and grow. Since then we have steadily added to our repertoire. From those sandwiches and roasted meats, we have produced old-world comfort food dishes to current interpretations of those classics that still make the most discerning eater reminisce of their childhood.<br/><br/>Some may remember, our kitchen hiding behind a high counter exposed to the dining room. In it’s place stands a stunning granite bar that serves delicious libations until 2 A.M. Perched above the bar is a small dining room, with a view of both the bar and Prince Street. Used as a private dining room or lounge, it is great for any customer. The main dining room is ample with room for any size party and he is known for its lively atmosphere. Since those February days in 1992, Artu has become a stand by for tourists and our North End neighbors alike.</div>",http://artuboston.com/
Hingham Square,1,,42.24385,-70.89197,,21 Lincoln St,,Old Ordinary,Historic,,,,,"<div style='font-family:Baskerville,Georgia,Times,serif'><strong>Old Ordinary Campus:<br/>
1686 House, Annex, Old Fort & Olmsted Garden</strong></div><br/>
The Old Ordinary is a remarkable example of early American architectural and cultural history, built on the main road from Boston for stagecoach travelers to stop “for an ordinary meal” and a drink in the taproom. A home and family business, the Ordinary served local travelers for over 150 years as a meeting place to exchange news, celebrate events, see friends and sample the latest batch of cider. In addition to the 1686 House Museum, the property includes the Olmsted Garden, the Old Fort and the Arts and Crafts Annex. Open for tours and special events year-round. Please check the calendar for monthly tours times.
",http://hinghamhistorical.org/
Beacon Hill,1,,42.35715,-71.0697,,31 Charles St,,Benefit,,,,,,"<div style=""text-align:left;""><strong>Treat Yourself</strong><br/><br/>Need a little pampering...in a safe space? We’ve got you. Benefit has increased health & safety measures in all locations to put your safety first. We offer our signature services including brow waxing and brow tinting...along with our iconic problem-solving products & a dose of laughter whenever you need it!</div>",https://www.benefitcosmetics.com/en-us/services.html?open-booking=1
Hingham Harbor,1,,42.24498,-70.885,,2 Otis St,,Stars On Hingham Harbor,Dining,,,,,"Write a Review, Win $500! Help guests by leaving a review of your favorite dishes. Be entered in a drawing to win $500 on 6/1.",https://www.starshingham.com/
Hingham Center HM,1,,42.22846,-70.88133,Colonial,361 Main St,,Jonathan Loring,Loring,"1,400,000",1785,2254,0.76,,https://www.zillow.com/homedetails/3-Pleasant-St-Hingham-MA-02043/56640447_zpid/
Hingham Harbor,1,,42.24447,-70.88493,,16 North St,,Apt Tutoring,Tutor,,,,,"<div style=""text-align=center;"">We provide tutoring, test preparation and college counseling services for students in middle school.<br/><br/>
<i>Is your child living up to his full academic potential? Are you overwhelmed by the prospect of college admissions? Are homework struggles wearing you down?</i><br/><br/>
Apt Tutoring can help.</div>",http://www.apttutoring.com/
Hingham High St HM,1,,42.21906,-70.88637,Cape Cod,557-559 Main St,,Jabez Wilder,Wilder,"1,262,400",1690,2562,0.78,"Jabez (Jabez Edward), b. in Hing. March 18, 1699-1700, m. first, Dec. 25, 1729, Sarah Cushing, dau. of Matthew and Deborah (Jacob) Cushing. She was b. in Hing. Sept. 5, 1711, and d. 9 May, 1736, at the age of 25 yrs. He m. secondly, Nov. 17, 1737, Mrs. Leah (Loring) Cushing, wid. of Elisha Cushing, and dau. of Capt. Thomas and Leah (Buckland) Loring. She was b. in Hing. Sept. 13, 1688. Jabez d. 26 July, 1790, at the age of 90 yrs. ""Farmer."" Constable 1737, and afts. captain. Resided on Free, near cor. of Main St. (where Thomas Fearing now resides). Child, b. in Hing., by w. Sarah",https://www.realtor.com/realestateandhomes-detail/557-Main-St_Hingham_MA_02043_M35923-16696
